Procedure_Count,Infections_Reported,Infections_Predicted,Operative_Procedure_Appendectomy,Operative_Procedure_Cataract surgery,Operative_Procedure_Cesarean section,Operative_Procedure_Cholecystectomy,Operative_Procedure_Coronary artery bypass graft (CABG),Operative_Procedure_Hernia repair,Operative_Procedure_Hip replacement,Operative_Procedure_Hysterectomy,Operative_Procedure_Knee arthroscopy,Operative_Procedure_Prostatectomy,SIR_High,SIR_Low,SIR_Mid
3,12,12,False,False,False,True,False,False,False,False,False,False,False,False,True
3,16,36,False,False,False,False,True,False,False,False,False,False,True,False,False
4,17,16,False,False,False,False,False,True,False,False,False,False,False,False,True
2,9,20,True,False,False,False,False,False,False,False,False,False,False,False,True
2,15,43,False,False,False,False,False,False,False,False,True,False,True,False,False
0,19,18,False,False,True,False,False,False,False,False,False,False,False,False,True
6,4,6,False,True,False,False,False,False,False,False,False,False,False,True,False
10,12,37,True,False,False,False,False,False,False,False,False,False,True,False,False
9,17,7,False,False,False,False,False,False,False,False,True,False,False,False,True
0,16,12,False,False,False,False,False,False,False,False,True,False,False,False,True
1,8,36,False,True,False,False,False,False,False,False,False,False,True,False,False
3,13,1,False,False,False,False,False,True,False,False,False,False,False,False,True
3,16,40,False,False,False,False,False,False,False,False,True,False,True,False,False
4,28,10,False,False,True,False,False,False,False,False,False,False,True,False,False
10,30,23,False,False,False,False,False,False,False,False,True,False,True,False,False
1,3,5,False,False,False,False,False,False,False,False,True,False,False,True,False
3,17,25,False,False,False,False,False,False,False,False,True,False,False,False,True
0,26,6,False,False,False,False,False,False,False,False,False,True,True,False,False
1,19,38,False,False,False,False,False,False,False,False,False,True,True,False,False
0,23,18,False,False,False,False,False,True,False,False,False,False,True,False,False
9,23,5,True,False,False,False,False,False,False,False,False,False,True,False,False
9,14,42,False,False,False,False,False,False,False,False,True,False,True,False,False
3,10,28,False,False,False,False,True,False,False,False,False,False,False,False,True
3,11,42,True,False,False,False,False,False,False,False,False,False,True,False,False
6,8,38,False,False,False,False,False,True,False,False,False,False,True,False,False
9,12,1,False,False,False,False,False,False,False,True,False,False,False,False,True
10,14,18,True,False,False,False,False,False,False,False,False,False,False,False,True
10,26,3,True,False,False,False,False,False,False,False,False,False,True,False,False
8,14,5,False,False,False,False,False,False,True,False,False,False,False,False,True
8,27,48,False,False,False,True,False,False,False,False,False,False,True,False,False
4,4,36,False,False,False,False,False,False,True,False,False,False,True,False,False
9,22,27,False,False,True,False,False,False,False,False,False,False,True,False,False
0,18,29,False,False,False,False,False,False,False,False,False,True,False,False,True
0,25,6,False,False,False,False,False,False,False,False,False,True,True,False,False
5,19,8,False,False,False,True,False,False,False,False,False,False,False,False,True
1,25,24,False,True,False,False,False,False,False,False,False,False,True,False,False
7,24,32,False,True,False,False,False,False,False,False,False,False,True,False,False
8,25,0,False,False,False,False,False,True,False,False,False,False,True,False,False
3,25,50,False,False,False,True,False,False,False,False,False,False,True,False,False
4,13,5,True,False,False,False,False,False,False,False,False,False,False,False,True
10,27,17,False,True,False,False,False,False,False,False,False,False,True,False,False
7,16,9,False,False,False,False,False,False,False,False,True,False,False,False,True
2,17,27,False,False,False,False,True,False,False,False,False,False,False,False,True
4,20,10,True,False,False,False,False,False,False,False,False,False,True,False,False
2,2,32,False,False,True,False,False,False,False,False,False,False,True,False,False
9,1,0,False,False,False,False,False,False,False,False,True,False,False,True,False
2,0,12,False,False,False,False,False,False,False,False,True,False,False,True,False
2,9,36,False,False,False,True,False,False,False,False,False,False,True,False,False
6,18,19,False,False,False,False,False,True,False,False,False,False,False,False,True
6,16,0,False,False,True,False,False,False,False,False,False,False,False,False,True
6,11,2,False,True,False,False,False,False,False,False,False,False,False,False,True
9,0,17,False,False,False,True,False,False,False,False,False,False,False,True,False
7,11,40,False,True,False,False,False,False,False,False,False,False,True,False,False
4,16,13,False,False,False,True,False,False,False,False,False,False,False,False,True
4,23,30,False,False,False,True,False,False,False,False,False,False,True,False,False
3,30,26,False,False,False,True,False,False,False,False,False,False,True,False,False
6,2,16,False,False,False,False,False,True,False,False,False,False,False,True,False
9,10,45,False,False,False,True,False,False,False,False,False,False,True,False,False
3,16,28,False,False,False,False,False,False,False,True,False,False,False,False,True
1,22,35,False,False,False,False,True,False,False,False,False,False,True,False,False
3,25,36,False,True,False,False,False,False,False,False,False,False,True,False,False
7,2,25,True,False,False,False,False,False,False,False,False,False,False,False,True
8,7,16,False,False,False,False,False,False,True,False,False,False,False,True,False
2,19,21,False,False,True,False,False,False,False,False,False,False,False,False,True
6,3,24,False,False,False,False,False,False,False,False,False,True,False,False,True
8,20,1,False,False,False,False,False,True,False,False,False,False,True,False,False
10,21,21,True,False,False,False,False,False,False,False,False,False,True,False,False
3,6,4,False,False,False,False,False,False,False,False,True,False,False,True,False
9,13,3,False,False,False,False,False,False,False,True,False,False,False,False,True
2,13,35,False,False,False,False,False,False,False,False,False,True,True,False,False
4,3,5,False,False,False,False,False,False,True,False,False,False,False,True,False
0,15,20,True,False,False,False,False,False,False,False,False,False,False,False,True
2,23,12,False,False,False,False,False,False,False,False,False,True,True,False,False
7,28,36,True,False,False,False,False,False,False,False,False,False,True,False,False
10,21,24,False,False,False,False,False,False,False,True,False,False,True,False,False
7,29,25,False,False,False,False,False,False,True,False,False,False,True,False,False
3,0,38,False,False,False,False,False,False,False,False,True,False,True,False,False
1,16,19,False,False,False,True,False,False,False,False,False,False,False,False,True
7,24,32,False,True,False,False,False,False,False,False,False,False,True,False,False
7,9,13,False,False,False,False,False,False,False,False,True,False,False,True,False
9,21,35,False,False,False,True,False,False,False,False,False,False,True,False,False
3,15,16,False,False,False,False,False,True,False,False,False,False,False,False,True
2,15,20,False,False,False,False,True,False,False,False,False,False,False,False,True
1,25,45,False,False,True,False,False,False,False,False,False,False,True,False,False
8,7,15,False,False,True,False,False,False,False,False,False,False,False,True,False
0,28,45,False,True,False,False,False,False,False,False,False,False,True,False,False
6,6,15,False,False,False,False,False,False,True,False,False,False,False,True,False
4,27,19,False,False,False,False,False,False,False,True,False,False,True,False,False
7,5,28,False,False,False,False,False,False,True,False,False,False,False,False,True
3,15,27,False,False,False,False,False,False,False,True,False,False,False,False,True
6,19,7,False,False,False,False,False,False,True,False,False,False,False,False,True
4,15,23,False,False,False,False,True,False,False,False,False,False,False,False,True
4,6,2,False,False,False,False,False,True,False,False,False,False,False,True,False
8,8,24,False,False,False,False,False,True,False,False,False,False,False,False,True
8,13,18,False,False,False,True,False,False,False,False,False,False,False,False,True
8,10,32,False,False,False,False,False,False,False,False,False,True,True,False,False
5,25,1,False,False,False,False,False,True,False,False,False,False,True,False,False
5,25,14,False,False,False,False,False,True,False,False,False,False,True,False,False
4,13,21,False,False,False,False,False,False,False,False,True,False,False,False,True
8,6,9,False,False,False,False,False,False,False,False,True,False,False,True,False
9,0,17,False,False,False,True,False,False,False,False,False,False,False,True,False
7,25,21,False,False,False,False,False,False,False,False,False,True,True,False,False
6,24,45,False,True,False,False,False,False,False,False,False,False,True,False,False
6,12,48,False,False,False,False,False,False,False,False,True,False,True,False,False
5,19,26,False,True,False,False,False,False,False,False,False,False,False,False,True
4,30,12,True,False,False,False,False,False,False,False,False,False,True,False,False
3,2,32,False,False,False,False,False,False,False,False,True,False,True,False,False
2,19,4,False,False,False,False,True,False,False,False,False,False,False,False,True
2,3,25,False,False,False,False,False,False,False,False,False,True,False,False,True
5,28,12,False,False,False,True,False,False,False,False,False,False,True,False,False
3,25,26,True,False,False,False,False,False,False,False,False,False,True,False,False
5,10,13,False,False,False,False,False,False,False,False,False,True,False,False,True
2,1,23,False,False,False,False,True,False,False,False,False,False,False,False,True
3,13,2,False,False,False,False,False,False,False,False,False,True,False,False,True
8,11,46,False,False,False,False,True,False,False,False,False,False,True,False,False
4,29,50,False,False,False,False,True,False,False,False,False,False,True,False,False
6,16,48,False,True,False,False,False,False,False,False,False,False,True,False,False
9,11,29,False,False,False,False,False,False,True,False,False,False,False,False,True
1,25,34,True,False,False,False,False,False,False,False,False,False,True,False,False
4,11,47,False,False,False,False,False,False,False,False,False,True,True,False,False
8,0,13,False,False,False,False,False,False,False,True,False,False,False,True,False
10,12,11,True,False,False,False,False,False,False,False,False,False,False,False,True
2,13,27,False,False,False,False,False,False,True,False,False,False,False,False,True
8,23,43,True,False,False,False,False,False,False,False,False,False,True,False,False
10,29,28,False,False,False,False,False,True,False,False,False,False,True,False,False
5,1,42,False,False,False,False,False,False,False,True,False,False,True,False,False
3,11,16,False,False,False,False,False,False,True,False,False,False,False,False,True
6,25,39,False,True,False,False,False,False,False,False,False,False,True,False,False
7,20,48,False,False,False,False,False,False,False,False,False,True,True,False,False
5,27,20,False,False,True,False,False,False,False,False,False,False,True,False,False
4,15,22,False,False,False,False,False,False,True,False,False,False,False,False,True
5,3,19,False,False,False,True,False,False,False,False,False,False,False,True,False
4,7,10,False,False,False,False,False,False,False,False,False,True,False,True,False
7,1,33,False,False,False,False,False,False,True,False,False,False,True,False,False
0,9,9,False,False,False,False,False,True,False,False,False,False,False,True,False
10,8,9,False,False,True,False,False,False,False,False,False,False,False,True,False
6,22,42,False,False,False,False,False,True,False,False,False,False,True,False,False
9,14,5,False,False,True,False,False,False,False,False,False,False,False,False,True
9,12,35,False,False,False,True,False,False,False,False,False,False,True,False,False
10,22,23,False,False,False,False,False,False,False,False,False,True,True,False,False
1,16,11,False,True,False,False,False,False,False,False,False,False,False,False,True
8,29,42,False,False,False,False,False,True,False,False,False,False,True,False,False
0,15,22,False,False,False,False,False,True,False,False,False,False,False,False,True
10,27,26,False,False,False,False,True,False,False,False,False,False,True,False,False
9,1,44,False,False,True,False,False,False,False,False,False,False,True,False,False
5,19,36,False,False,False,False,False,False,False,False,True,False,True,False,False
8,19,5,False,False,False,False,False,False,False,False,False,True,False,False,True
0,26,0,False,False,True,False,False,False,False,False,False,False,True,False,False
3,13,5,False,False,False,False,True,False,False,False,False,False,False,False,True
3,2,49,True,False,False,False,False,False,False,False,False,False,True,False,False
8,22,21,False,False,True,False,False,False,False,False,False,False,True,False,False
10,11,40,False,True,False,False,False,False,False,False,False,False,True,False,False
4,7,23,False,False,False,False,False,False,False,False,False,True,False,False,True
4,1,24,False,False,False,False,True,False,False,False,False,False,False,False,True
5,3,14,True,False,False,False,False,False,False,False,False,False,False,True,False
0,13,25,False,False,False,False,False,False,False,True,False,False,False,False,True
0,15,7,False,False,False,False,True,False,False,False,False,False,False,False,True
8,18,50,False,False,False,False,False,False,False,True,False,False,True,False,False
2,1,23,False,False,False,False,False,False,False,False,False,True,False,False,True
3,11,47,False,False,False,False,False,True,False,False,False,False,True,False,False
0,28,37,False,False,False,False,True,False,False,False,False,False,True,False,False
8,13,5,False,False,False,True,False,False,False,False,False,False,False,False,True
7,5,34,False,False,False,False,False,False,False,True,False,False,True,False,False
1,12,41,False,True,False,False,False,False,False,False,False,False,True,False,False
7,3,0,False,False,False,True,False,False,False,False,False,False,False,True,False
6,21,45,False,False,False,False,False,False,True,False,False,False,True,False,False
10,17,35,False,False,False,False,False,False,True,False,False,False,True,False,False
5,11,11,True,False,False,False,False,False,False,False,False,False,False,False,True
0,19,37,False,False,False,False,False,True,False,False,False,False,True,False,False
6,26,10,False,False,False,False,False,False,False,False,False,True,True,False,False
9,21,11,False,False,False,False,True,False,False,False,False,False,True,False,False
6,29,41,False,False,False,False,False,False,False,False,True,False,True,False,False
8,20,49,False,True,False,False,False,False,False,False,False,False,True,False,False
0,18,38,False,False,False,False,False,False,False,True,False,False,True,False,False
1,7,6,False,False,False,False,False,False,False,False,False,True,False,True,False
10,6,10,False,False,False,True,False,False,False,False,False,False,False,True,False
8,15,35,False,False,False,False,False,False,True,False,False,False,True,False,False
8,18,30,False,True,False,False,False,False,False,False,False,False,True,False,False
5,5,32,False,False,False,False,False,False,False,False,True,False,True,False,False
5,19,12,False,False,False,False,True,False,False,False,False,False,False,False,True
3,26,17,True,False,False,False,False,False,False,False,False,False,True,False,False
3,20,40,False,False,False,False,False,False,False,False,True,False,True,False,False
4,10,23,False,True,False,False,False,False,False,False,False,False,False,False,True
2,4,8,False,False,False,False,False,False,False,False,True,False,False,True,False
0,15,30,False,True,False,False,False,False,False,False,False,False,True,False,False
0,6,40,False,True,False,False,False,False,False,False,False,False,True,False,False
6,26,9,False,False,True,False,False,False,False,False,False,False,True,False,False
0,4,1,False,False,False,False,False,False,False,True,False,False,False,True,False
0,10,37,False,False,False,False,False,False,True,False,False,False,True,False,False
2,14,14,False,False,True,False,False,False,False,False,False,False,False,False,True
9,2,2,False,False,False,False,True,False,False,False,False,False,False,True,False
3,25,42,False,False,True,False,False,False,False,False,False,False,True,False,False
3,4,30,False,False,False,False,False,True,False,False,False,False,True,False,False
1,22,5,False,False,False,False,False,True,False,False,False,False,True,False,False
0,20,2,False,False,False,False,False,False,True,False,False,False,True,False,False
2,4,10,False,False,False,False,False,False,False,False,True,False,False,True,False
10,8,14,False,False,False,False,False,False,False,True,False,False,False,True,False
3,14,44,False,False,False,False,False,False,True,False,False,False,True,False,False
2,2,27,False,True,False,False,False,False,False,False,False,False,False,False,True
7,28,9,False,False,False,True,False,False,False,False,False,False,True,False,False
9,5,37,False,False,False,False,False,False,False,True,False,False,True,False,False
0,16,46,False,False,False,False,False,False,False,True,False,False,True,False,False
1,25,49,False,True,False,False,False,False,False,False,False,False,True,False,False
6,20,49,False,True,False,False,False,False,False,False,False,False,True,False,False
3,7,6,True,False,False,False,False,False,False,False,False,False,False,True,False
7,20,14,False,False,False,False,False,False,True,False,False,False,True,False,False
10,24,17,False,True,False,False,False,False,False,False,False,False,True,False,False
2,10,17,False,False,False,False,False,True,False,False,False,False,False,False,True
5,5,40,False,False,False,False,True,False,False,False,False,False,True,False,False
8,7,23,False,False,False,True,False,False,False,False,False,False,False,False,True
0,9,1,False,False,False,False,False,False,True,False,False,False,False,True,False
0,23,39,False,False,False,False,False,False,False,False,False,True,True,False,False
7,28,19,False,False,False,False,False,True,False,False,False,False,True,False,False
2,2,33,False,False,False,False,False,False,False,False,True,False,True,False,False
4,22,42,False,True,False,False,False,False,False,False,False,False,True,False,False
0,13,25,False,False,False,False,False,False,False,False,False,True,False,False,True
4,22,6,False,True,False,False,False,False,False,False,False,False,True,False,False
10,13,37,False,False,False,False,False,False,False,True,False,False,True,False,False
5,9,29,False,False,False,False,False,True,False,False,False,False,False,False,True
7,11,41,False,False,False,False,False,False,False,True,False,False,True,False,False
2,5,4,True,False,False,False,False,False,False,False,False,False,False,True,False
2,11,10,False,False,False,False,False,False,False,True,False,False,False,False,True
10,22,0,True,False,False,False,False,False,False,False,False,False,True,False,False
10,13,33,True,False,False,False,False,False,False,False,False,False,True,False,False
9,1,0,False,False,False,False,False,False,False,False,False,True,False,True,False
8,8,18,False,True,False,False,False,False,False,False,False,False,False,True,False
3,9,1,False,False,False,False,False,False,False,False,True,False,False,True,False
3,25,20,False,False,False,False,False,False,False,True,False,False,True,False,False
6,16,19,False,False,False,False,False,True,False,False,False,False,False,False,True
1,16,22,True,False,False,False,False,False,False,False,False,False,False,False,True
7,2,20,False,True,False,False,False,False,False,False,False,False,False,False,True
5,29,23,False,False,False,True,False,False,False,False,False,False,True,False,False
2,30,3,False,False,False,False,False,False,True,False,False,False,True,False,False
8,18,11,False,False,False,False,False,False,False,False,False,True,False,False,True
4,0,21,False,False,False,False,False,False,False,False,True,False,False,False,True
7,11,19,False,False,True,False,False,False,False,False,False,False,False,False,True
6,6,17,False,False,False,False,False,False,False,False,False,True,False,True,False
7,3,0,False,False,False,True,False,False,False,False,False,False,False,True,False
6,9,29,False,False,False,False,False,False,True,False,False,False,False,False,True
2,12,32,False,False,False,True,False,False,False,False,False,False,True,False,False
1,1,23,False,False,False,False,False,False,False,True,False,False,False,False,True
6,9,13,True,False,False,False,False,False,False,False,False,False,False,True,False
2,20,35,False,False,False,False,False,False,False,False,True,False,True,False,False
2,21,4,False,False,False,False,True,False,False,False,False,False,True,False,False
1,24,10,True,False,False,False,False,False,False,False,False,False,True,False,False
3,3,23,False,False,False,False,True,False,False,False,False,False,False,False,True
7,17,30,False,False,False,False,False,False,True,False,False,False,True,False,False
0,4,12,False,True,False,False,False,False,False,False,False,False,False,True,False
0,18,15,False,False,True,False,False,False,False,False,False,False,False,False,True
4,1,23,False,False,False,False,False,True,False,False,False,False,False,False,True
10,11,12,True,False,False,False,False,False,False,False,False,False,False,False,True
4,16,23,False,False,False,False,False,False,False,False,True,False,False,False,True
10,9,25,False,False,False,True,False,False,False,False,False,False,False,False,True
0,1,1,False,False,False,False,False,False,False,False,True,False,False,True,False
5,5,15,False,False,False,False,False,False,True,False,False,False,False,True,False
0,7,37,False,False,False,False,True,False,False,False,False,False,True,False,False
4,28,45,False,False,False,True,False,False,False,False,False,False,True,False,False
8,18,0,False,False,False,False,False,True,False,False,False,False,False,False,True
4,10,48,False,False,False,False,False,True,False,False,False,False,True,False,False
5,30,10,True,False,False,False,False,False,False,False,False,False,True,False,False
7,24,50,False,False,False,False,False,False,True,False,False,False,True,False,False
10,30,34,False,True,False,False,False,False,False,False,False,False,True,False,False
0,11,42,False,False,False,False,False,False,True,False,False,False,True,False,False
1,8,28,False,False,False,False,True,False,False,False,False,False,False,False,True
8,1,36,False,False,False,False,False,False,False,False,True,False,True,False,False
2,7,16,False,False,False,False,False,True,False,False,False,False,False,True,False
5,25,38,False,False,False,False,False,False,False,False,True,False,True,False,False
4,10,41,False,False,False,False,False,False,False,False,True,False,True,False,False
10,27,27,False,False,False,False,False,False,False,False,True,False,True,False,False
1,20,28,False,False,False,False,False,True,False,False,False,False,True,False,False
6,3,42,False,False,False,False,False,False,False,False,False,True,True,False,False
3,9,2,False,False,False,False,False,False,False,True,False,False,False,True,False
0,20,9,False,False,False,False,True,False,False,False,False,False,True,False,False
3,19,41,False,False,False,False,False,False,False,False,False,True,True,False,False
5,15,13,False,False,False,False,True,False,False,False,False,False,False,False,True
6,7,11,False,False,False,True,False,False,False,False,False,False,False,True,False
6,3,46,False,False,False,False,False,False,True,False,False,False,True,False,False
6,28,41,False,False,False,False,False,False,True,False,False,False,True,False,False
2,9,29,False,False,True,False,False,False,False,False,False,False,False,False,True
5,11,31,False,False,False,False,False,False,True,False,False,False,True,False,False
7,28,31,False,False,False,False,False,True,False,False,False,False,True,False,False
3,13,41,False,True,False,False,False,False,False,False,False,False,True,False,False
7,15,31,True,False,False,False,False,False,False,False,False,False,True,False,False
1,21,25,False,False,True,False,False,False,False,False,False,False,True,False,False
9,17,50,True,False,False,False,False,False,False,False,False,False,True,False,False
8,20,0,False,False,False,False,True,False,False,False,False,False,True,False,False
8,21,41,True,False,False,False,False,False,False,False,False,False,True,False,False
7,20,1,True,False,False,False,False,False,False,False,False,False,True,False,False
9,11,16,False,False,True,False,False,False,False,False,False,False,False,False,True
9,17,29,False,False,False,True,False,False,False,False,False,False,False,False,True
0,29,38,False,False,False,False,False,False,False,False,True,False,True,False,False
1,6,6,False,False,False,False,False,False,True,False,False,False,False,True,False
5,19,26,False,False,False,False,False,False,True,False,False,False,False,False,True
9,23,8,False,False,False,False,False,True,False,False,False,False,True,False,False
4,22,21,False,False,True,False,False,False,False,False,False,False,True,False,False
8,6,33,False,False,False,False,False,True,False,False,False,False,True,False,False
4,8,45,False,True,False,False,False,False,False,False,False,False,True,False,False
1,0,48,False,True,False,False,False,False,False,False,False,False,True,False,False
9,25,0,False,False,False,False,False,True,False,False,False,False,True,False,False
3,5,8,False,False,True,False,False,False,False,False,False,False,False,True,False
8,5,19,False,False,False,False,False,True,False,False,False,False,False,True,False
0,21,18,False,False,False,False,False,False,True,False,False,False,True,False,False
10,28,35,False,False,False,False,False,False,False,False,False,True,True,False,False
0,11,39,False,False,False,False,False,False,False,True,False,False,True,False,False
6,21,44,True,False,False,False,False,False,False,False,False,False,True,False,False
10,11,3,False,False,False,False,False,False,False,True,False,False,False,False,True
2,9,8,False,False,True,False,False,False,False,False,False,False,False,True,False
9,22,40,False,False,False,False,False,False,False,True,False,False,True,False,False
1,29,21,False,True,False,False,False,False,False,False,False,False,True,False,False
8,25,17,False,False,False,False,True,False,False,False,False,False,True,False,False
2,5,11,True,False,False,False,False,False,False,False,False,False,False,True,False
1,16,41,False,False,False,False,False,False,False,False,True,False,True,False,False
7,18,42,False,False,True,False,False,False,False,False,False,False,True,False,False
9,17,38,True,False,False,False,False,False,False,False,False,False,True,False,False
5,5,8,False,False,False,False,False,False,False,True,False,False,False,True,False
5,23,5,False,True,False,False,False,False,False,False,False,False,True,False,False
9,18,18,False,False,False,True,False,False,False,False,False,False,False,False,True
10,9,47,False,False,False,False,False,False,False,False,False,True,True,False,False
6,23,46,False,False,False,False,False,False,False,False,True,False,True,False,False
6,7,6,False,False,False,False,False,False,False,False,False,True,False,True,False
10,20,15,True,False,False,False,False,False,False,False,False,False,True,False,False
5,23,4,False,True,False,False,False,False,False,False,False,False,True,False,False
3,5,15,False,True,False,False,False,False,False,False,False,False,False,True,False
10,20,0,False,False,False,False,False,False,False,True,False,False,True,False,False
8,24,50,False,False,False,False,False,False,True,False,False,False,True,False,False
5,29,36,False,False,False,False,False,False,False,True,False,False,True,False,False
3,6,38,False,False,False,False,False,False,True,False,False,False,True,False,False
2,23,18,False,False,False,False,False,False,True,False,False,False,True,False,False
3,0,36,False,False,False,False,False,False,False,False,True,False,True,False,False
2,26,16,False,False,False,False,False,False,False,True,False,False,True,False,False
1,17,25,False,False,False,True,False,False,False,False,False,False,False,False,True
4,23,21,False,False,False,False,False,True,False,False,False,False,True,False,False
1,27,7,False,False,False,False,False,True,False,False,False,False,True,False,False
5,24,32,False,False,False,False,False,False,False,True,False,False,True,False,False
2,19,1,False,False,False,False,False,False,False,True,False,False,False,False,True
5,11,29,False,False,False,False,False,False,False,False,False,True,False,False,True
10,15,46,False,False,False,False,False,False,False,False,True,False,True,False,False
9,9,19,False,False,False,False,False,False,False,True,False,False,False,True,False
8,26,17,False,False,False,False,False,False,False,False,False,True,True,False,False
0,9,42,False,False,False,False,False,False,True,False,False,False,True,False,False
5,13,9,False,True,False,False,False,False,False,False,False,False,False,False,True
8,24,23,False,True,False,False,False,False,False,False,False,False,True,False,False
10,19,3,False,False,False,False,False,False,True,False,False,False,False,False,True
3,9,36,False,False,True,False,False,False,False,False,False,False,True,False,False
10,9,3,False,False,False,False,False,False,False,False,False,True,False,True,False
1,25,12,False,False,False,False,False,False,False,False,False,True,True,False,False
3,24,24,False,False,False,False,False,False,True,False,False,False,True,False,False
0,10,12,False,False,False,True,False,False,False,False,False,False,False,False,True
2,22,17,False,False,False,False,True,False,False,False,False,False,True,False,False
9,1,23,True,False,False,False,False,False,False,False,False,False,False,False,True
8,24,1,False,False,False,False,False,False,True,False,False,False,True,False,False
9,19,47,False,False,False,False,False,False,False,True,False,False,True,False,False
4,7,32,False,False,False,False,False,False,False,True,False,False,True,False,False
10,29,18,False,False,False,False,False,False,False,False,True,False,True,False,False
5,22,8,False,False,False,False,False,False,True,False,False,False,True,False,False
2,28,27,False,False,False,False,False,False,False,False,True,False,True,False,False
4,30,34,False,False,False,False,False,False,True,False,False,False,True,False,False
10,6,38,False,False,False,False,False,False,False,False,False,True,True,False,False
7,7,9,True,False,False,False,False,False,False,False,False,False,False,True,False
5,0,0,False,False,False,False,False,False,False,False,False,True,False,True,False
3,20,41,False,False,False,False,True,False,False,False,False,False,True,False,False
1,1,20,False,True,False,False,False,False,False,False,False,False,False,False,True
8,17,8,False,False,False,False,False,True,False,False,False,False,False,False,True
0,14,46,False,False,False,False,False,False,True,False,False,False,True,False,False
0,0,14,False,False,False,False,True,False,False,False,False,False,False,True,False
3,4,34,False,True,False,False,False,False,False,False,False,False,True,False,False
6,1,4,False,False,True,False,False,False,False,False,False,False,False,True,False
0,19,40,True,False,False,False,False,False,False,False,False,False,True,False,False
8,2,21,False,False,False,False,False,False,False,False,True,False,False,False,True
3,18,40,False,False,False,False,False,False,False,False,True,False,True,False,False
2,17,22,False,False,False,False,False,False,False,False,False,True,False,False,True
0,28,6,False,False,False,False,False,False,False,True,False,False,True,False,False
9,21,22,False,True,False,False,False,False,False,False,False,False,True,False,False
3,17,43,False,False,True,False,False,False,False,False,False,False,True,False,False
8,13,24,False,False,False,False,True,False,False,False,False,False,False,False,True
9,29,26,True,False,False,False,False,False,False,False,False,False,True,False,False
5,23,40,False,True,False,False,False,False,False,False,False,False,True,False,False
5,7,5,False,False,True,False,False,False,False,False,False,False,False,True,False
0,28,33,False,False,False,False,False,True,False,False,False,False,True,False,False
9,29,8,False,False,False,False,False,False,True,False,False,False,True,False,False
1,11,48,False,False,False,False,False,False,False,False,True,False,True,False,False
10,20,32,False,False,False,False,True,False,False,False,False,False,True,False,False
5,9,50,False,False,False,False,False,False,False,False,True,False,True,False,False
1,22,5,False,False,False,False,True,False,False,False,False,False,True,False,False
2,19,36,False,False,False,False,False,False,False,False,False,True,True,False,False
3,16,30,False,False,False,False,False,False,False,True,False,False,True,False,False
10,10,33,False,False,False,False,True,False,False,False,False,False,True,False,False
4,1,40,False,False,False,False,False,False,False,False,True,False,True,False,False
8,25,28,False,False,False,False,False,False,False,False,False,True,True,False,False
3,25,13,False,False,False,False,True,False,False,False,False,False,True,False,False
10,3,35,False,False,False,False,False,True,False,False,False,False,True,False,False
8,0,35,False,False,False,False,False,False,False,True,False,False,True,False,False
10,14,14,False,False,False,False,True,False,False,False,False,False,False,False,True
9,12,7,False,False,False,False,False,False,False,False,False,True,False,False,True
2,7,25,False,True,False,False,False,False,False,False,False,False,False,False,True
7,24,35,False,False,False,True,False,False,False,False,False,False,True,False,False
0,3,47,False,False,True,False,False,False,False,False,False,False,True,False,False
10,9,20,False,False,False,True,False,False,False,False,False,False,False,False,True
8,18,27,False,False,False,True,False,False,False,False,False,False,False,False,True
8,17,3,True,False,False,False,False,False,False,False,False,False,False,False,True
9,4,15,False,False,False,False,False,True,False,False,False,False,False,True,False
1,29,21,False,True,False,False,False,False,False,False,False,False,True,False,False
3,18,11,False,False,False,False,False,False,True,False,False,False,False,False,True
7,25,15,False,False,False,False,True,False,False,False,False,False,True,False,False
6,22,50,False,False,True,False,False,False,False,False,False,False,True,False,False
0,26,39,False,False,False,False,False,False,False,True,False,False,True,False,False
4,21,37,False,True,False,False,False,False,False,False,False,False,True,False,False
6,15,41,False,False,False,False,False,False,False,False,True,False,True,False,False
3,0,36,False,False,False,False,False,False,True,False,False,False,True,False,False
0,11,28,True,False,False,False,False,False,False,False,False,False,False,False,True
8,23,17,True,False,False,False,False,False,False,False,False,False,True,False,False
4,1,9,False,True,False,False,False,False,False,False,False,False,False,True,False
10,20,41,False,False,False,False,False,False,False,False,False,True,True,False,False
1,24,38,False,False,False,True,False,False,False,False,False,False,True,False,False
7,7,17,False,False,False,False,False,False,False,False,True,False,False,True,False
10,17,0,True,False,False,False,False,False,False,False,False,False,False,False,True
1,24,38,False,False,True,False,False,False,False,False,False,False,True,False,False
2,15,20,True,False,False,False,False,False,False,False,False,False,False,False,True
9,4,0,False,False,False,False,False,False,False,True,False,False,False,True,False
0,25,14,False,False,False,False,True,False,False,False,False,False,True,False,False
10,29,3,True,False,False,False,False,False,False,False,False,False,True,False,False
1,21,19,False,False,False,False,False,False,False,True,False,False,True,False,False
6,12,9,False,True,False,False,False,False,False,False,False,False,False,False,True
9,18,22,False,True,False,False,False,False,False,False,False,False,False,False,True
1,28,40,False,False,False,False,False,False,True,False,False,False,True,False,False
5,2,33,True,False,False,False,False,False,False,False,False,False,True,False,False
2,25,45,False,False,True,False,False,False,False,False,False,False,True,False,False
3,7,47,True,False,False,False,False,False,False,False,False,False,True,False,False
10,26,32,False,False,True,False,False,False,False,False,False,False,True,False,False
7,25,33,False,False,False,False,False,True,False,False,False,False,True,False,False
